0,workforce,state,county,tract,block group
850,789,48,113,018001,1
851,928,48,113,018001,2
852,934,48,113,018001,4
853,1076,48,113,018001,5
854,1180,48,113,019211,4
855,621,48,113,019900,2
856,939,48,113,019900,1
857,778,48,113,019900,3
858,746,48,113,019900,4
859,1442,48,113,000100,1
860,1069,48,113,000100,2
861,729,48,113,000100,3
862,1003,48,113,000405,2
863,914,48,113,000405,1
864,1277,48,113,000601,3
865,1048,48,113,000601,4
866,767,48,113,000601,1
867,1406,48,113,000601,5
868,847,48,113,000601,2
869,435,48,113,002701,1
870,2070,48,113,000701,1
871,2561,48,113,000701,2
872,899,48,113,002701,2
873,480,48,113,002701,4
874,516,48,113,002701,3
875,546,48,113,004000,1
876,407,48,113,004000,2
877,612,48,113,015401,3
878,473,48,113,015401,5
879,668,48,113,015401,2
880,635,48,113,015401,4
881,1803,48,113,015401,6
882,881,48,113,015500,1
883,603,48,113,015500,2
884,1042,48,113,015500,3
885,963,48,113,015700,2
886,1143,48,113,015700,1
887,1833,48,113,016511,2
888,1561,48,113,016511,1
889,2349,48,113,016513,3
890,789,48,113,016513,1
891,1054,48,113,016513,2
892,845,48,113,016610,2
893,1233,48,113,016610,3
894,1151,48,113,016610,4
895,511,48,113,016610,1
896,4701,48,113,018124,3
897,2042,48,113,018124,2
898,1198,48,113,013718,2
899,1337,48,113,013718,3
900,976,48,113,013718,1
901,2049,48,113,013720,1
902,844,48,113,009101,2
903,1540,48,113,009101,4
904,747,48,113,009101,1
905,814,48,113,009101,3
906,1030,48,113,009701,2
907,1311,48,113,009701,3
908,1523,48,113,009701,1
909,1430,48,113,010801,1
910,1046,48,113,010801,2
911,3091,48,113,010801,3
912,1301,48,113,010801,4
913,857,48,113,011104,3
914,1193,48,113,011104,1
915,278,48,113,011104,4
916,606,48,113,011104,2
917,774,48,113,012000,1
918,1395,48,113,012000,3
919,940,48,113,012000,2
920,1893,48,113,012207,2
921,1044,48,113,012207,1
922,2317,48,113,012207,3
923,780,48,113,012301,3
924,2036,48,113,012301,1
925,727,48,113,012301,2
926,731,48,113,005000,2
927,798,48,113,005000,1
928,1258,48,113,005000,3
929,1182,48,113,006900,2
930,559,48,113,006900,1
931,884,48,113,006900,3
932,1088,48,113,007202,3
933,741,48,113,008704,3
934,1251,48,113,008704,2
935,1003,48,113,008704,1
936,884,48,113,009304,1
937,955,48,113,009304,2
938,1578,48,113,009304,4
939,476,48,113,009304,3
940,805,48,113,009500,1
941,968,48,113,009500,2
942,1146,48,113,011200,3
943,1280,48,113,011200,2
944,2592,48,113,011200,1
945,645,48,113,011500,4
946,356,48,113,011500,3
947,1014,48,113,011500,2
948,457,48,113,011500,1
949,973,48,113,011701,1
950,2026,48,113,011701,4
951,1360,48,113,011701,2
952,694,48,113,011701,3
953,916,48,113,011900,4
954,1192,48,113,011900,3
955,1054,48,113,011900,2
956,1863,48,113,018122,2
957,4871,48,113,018122,3
958,1081,48,113,015206,2
959,600,48,113,015206,3
960,1520,48,113,015206,1
961,897,48,113,014204,2
962,1178,48,113,014204,1
963,1335,48,113,014310,2
964,957,48,113,014310,3
965,1189,48,113,014310,1
966,1311,48,113,014603,1
967,978,48,113,016002,1
968,1082,48,113,018002,1
969,1187,48,113,018002,2
970,754,48,113,018127,2
971,1532,48,113,018127,1
972,1817,48,113,018503,2
973,1367,48,113,018503,1
974,1028,48,113,018203,2
975,1849,48,113,018203,3
976,1196,48,113,018203,1
977,1508,48,113,018205,1
978,1898,48,113,018205,2
979,412,48,113,018600,2
980,1454,48,113,018600,1
981,946,48,113,018600,3
982,736,48,113,018900,3
983,585,48,113,018900,4
984,1184,48,113,018900,1
985,1930,48,113,018900,2
986,949,48,113,019023,2
987,1546,48,113,019023,1
988,754,48,113,019023,3
989,914,48,113,019023,4
990,620,48,113,005700,3
991,852,48,113,005700,1
992,1043,48,113,005700,2
993,780,48,113,005700,4
994,901,48,113,006502,1
995,1299,48,113,006502,2
996,1035,48,113,006502,3
997,1098,48,113,006700,3
998,1183,48,113,006700,1
999,1022,48,113,006700,4
1000,2095,48,113,006700,2
1001,626,48,113,007809,1
1002,1251,48,113,007809,2
1003,1170,48,113,007818,1
1004,1237,48,113,013720,2
1005,1363,48,113,013720,3
1006,882,48,113,013803,4
1007,773,48,113,013803,6
1008,819,48,113,013803,1
1009,1049,48,113,013803,2
1010,663,48,113,013803,3
1011,1011,48,113,013803,5
1012,578,48,113,014103,1
1013,1844,48,113,014103,2
1014,918,48,113,014115,5
1015,802,48,113,014115,6
1016,823,48,113,014115,4
1017,1137,48,113,014115,1
1018,889,48,113,014115,2
1019,1204,48,113,014115,3
1020,2572,48,113,014126,1
1021,1784,48,113,014126,2
1022,938,48,113,014126,3
1023,1221,48,113,014306,1
1024,896,48,113,014306,4
1025,918,48,113,014306,3
1026,1254,48,113,014306,2
1027,681,48,113,014501,1
1028,1252,48,113,012701,4
1029,1150,48,113,012701,1
1030,1835,48,113,012701,3
1031,559,48,113,012701,2
1032,1173,48,113,013618,1
1033,663,48,113,013618,2
1034,1320,48,113,009605,2
1035,1671,48,113,009605,1
1036,1369,48,113,007812,1
1037,1009,48,113,007812,2
1038,633,48,113,008200,1
1039,1165,48,113,008500,4
1040,1164,48,113,008500,3
1041,166,48,113,008603,2
1042,417,48,113,008603,1
1043,1019,48,113,008604,1
1044,1164,48,113,008604,2
1045,718,48,113,008801,1
1046,761,48,113,008801,3
1047,839,48,113,008801,2
1048,1860,48,113,009202,1
1049,1038,48,113,009202,2
1050,1524,48,113,009202,3
1051,1090,48,113,009604,1
1052,647,48,113,009604,4
1053,1224,48,113,009604,2
1054,975,48,113,009604,3
1055,978,48,113,009607,2
1056,971,48,113,009607,1
1057,925,48,113,009607,3
1058,615,48,113,009608,2
1059,1452,48,113,009608,3
1060,685,48,113,009608,1
1061,1560,48,113,019205,1
1062,724,48,113,019205,3
1063,1477,48,113,006100,2
1064,1487,48,113,006100,1
1065,1500,48,113,007819,1
1066,1057,48,113,007903,1
1067,851,48,113,007903,2
1068,622,48,113,019039,3
1069,605,48,113,013104,2
1070,241,48,113,013104,1
1071,1883,48,113,013105,2
1072,1128,48,113,013105,4
1073,1625,48,113,013105,3
1074,1489,48,113,009804,4
1075,1224,48,113,013105,1
1076,939,48,113,006401,1
1077,965,48,113,006401,2
1078,1305,48,113,014130,1
1079,1358,48,113,014130,2
1080,1066,48,113,014130,3
1081,1386,48,113,014138,2
1082,464,48,113,014138,3
1083,1284,48,113,014138,1
1084,2409,48,113,014206,4
1085,1926,48,113,014136,1
1086,806,48,113,011900,6
1087,1071,48,113,011900,5
1088,1241,48,113,011800,5
1089,1321,48,113,018135,1
1090,1653,48,113,018135,2
1091,1100,48,113,016622,2
1092,1929,48,113,016622,1
1093,1226,48,113,016624,2
1094,1137,48,113,016624,1
1095,2149,48,113,012604,1
1096,1079,48,113,017605,2
1097,1447,48,113,017605,1
1098,1743,48,113,017606,3
1099,1947,48,113,013625,2
1100,1421,48,113,010704,2
1101,1891,48,113,013726,2
1102,668,48,113,013726,1
1103,1938,48,113,019213,2
1104,757,48,113,019213,1
1105,194,48,113,019038,2
1106,787,48,113,019038,1
1107,1717,48,113,019039,4
1108,609,48,113,019039,2
1109,1049,48,113,019039,1
1110,238,48,113,019039,5
1111,684,48,113,019039,6
1112,279,48,113,016401,4
1113,764,48,113,018203,4
1114,1221,48,113,000606,1
1115,1812,48,113,007914,1
1116,1120,48,113,014206,2
1117,705,48,113,007914,2
1118,761,48,113,014206,3
1119,1260,48,113,014206,1
1120,2707,48,113,016520,2
1121,1229,48,113,016520,1
1122,864,48,113,019212,3
1123,733,48,113,019212,2
1124,969,48,113,019212,1
1125,898,48,113,018506,2
1126,1120,48,113,013715,2
1127,631,48,113,019040,4
1128,1055,48,113,019040,1
1129,1334,48,113,019041,1
1130,682,48,113,019041,2
1131,680,48,113,019041,3
1132,1118,48,113,013725,3
1133,1666,48,113,019027,3
1134,1817,48,113,019027,2
1135,1532,48,113,007804,4
1136,2079,48,113,016615,2
1137,2997,48,113,016616,2
1138,1913,48,113,016520,3
1139,1669,48,113,010805,3
1140,1942,48,113,010805,1
1141,649,48,113,010805,2
1142,1454,48,113,010804,2
1143,2207,48,113,010804,1
1144,1377,48,113,006402,1
1145,1443,48,113,001703,2
1146,1388,48,113,001703,3
1147,805,48,113,012603,1
1148,914,48,113,001703,1
1149,1297,48,113,010903,2
1150,1507,48,113,010903,1
1151,843,48,113,012603,2
1152,1559,48,113,017304,4
1153,1112,48,113,018141,1
1154,1021,48,113,018141,3
1155,703,48,113,018141,2
1156,1363,48,113,018142,2
1157,1115,48,113,018142,1
1158,1151,48,113,007913,1
1159,904,48,113,007913,2
1160,575,48,113,007913,3
1161,1588,48,113,016623,2
1162,2892,48,113,016623,1
1163,1038,48,113,016621,2
1164,1249,48,113,016621,1
1165,891,48,113,016626,3
1166,1784,48,113,016621,3
1167,1635,48,113,016626,1
1168,1357,48,113,016626,2
1169,3005,48,113,016625,1
1170,1865,48,113,016625,3
1171,3081,48,113,001900,2
1172,730,48,113,020500,1
1173,2827,48,113,020500,2
1174,653,48,113,020300,3
1175,163,48,113,020300,1
1176,1158,48,113,020300,2
1177,2452,48,113,020400,2
1178,2943,48,113,020400,3
1179,1808,48,113,020400,1
1180,730,48,113,006402,4
1181,425,48,113,006402,3
1182,1400,48,113,006402,2
1183,1102,48,113,013624,1
1184,1922,48,113,013620,3
1185,705,48,113,013620,2
1186,1335,48,113,013620,1
1187,771,48,113,013624,2
1188,1382,48,113,013624,3
1189,1373,48,113,014408,3
1190,1918,48,113,018140,2
1191,847,48,113,018134,2
1192,1257,48,113,018134,3
1193,1940,48,113,014403,3
1194,2264,48,113,016625,2
1195,1015,48,113,009610,3
1196,1324,48,113,014312,2
1197,742,48,113,014312,4
1198,957,48,113,014312,3
1199,1440,48,113,014312,1
1200,664,48,113,014205,2
1201,636,48,113,014205,1
1202,1619,48,113,013727,1
1203,1256,48,113,013727,2
1204,261,48,113,013805,1
1205,1234,48,113,013805,3
1206,1391,48,113,013805,2
1207,546,48,113,013806,2
1208,2515,48,113,013806,1
1209,898,48,113,007909,1
1210,1265,48,113,007909,2
1211,1584,48,113,013616,3
1212,1236,48,113,007202,5
1213,2157,48,113,018134,1
1214,1372,48,113,018139,2
1215,2211,48,113,018139,4
1216,1014,48,113,018139,3
1217,1706,48,113,018139,1
1218,1719,48,113,018138,2
1219,2053,48,113,018138,1
1220,395,48,113,018137,2
1221,2420,48,113,018137,1
1222,1227,48,113,018133,1
1223,1573,48,113,018133,2
1224,1070,48,113,018136,3
1225,1338,48,113,018136,1
1226,2600,48,113,016521,1
1227,2272,48,113,016521,2
1228,2678,48,113,016413,2
1229,1351,48,113,016413,1
1230,1620,48,113,016413,3
1231,2049,48,113,016412,1
1232,1702,48,113,016412,2
1233,1549,48,113,007818,2
1234,2014,48,113,018136,5
1235,1009,48,113,018136,2
1236,1477,48,113,018136,4
1237,796,48,113,007818,4
1238,1324,48,113,013626,1
1239,1277,48,113,013626,2
1240,1173,48,113,001704,1
1241,336,48,113,001704,2
1242,1472,48,113,000605,2
1243,1041,48,113,000605,1
1244,793,48,113,000406,4
1245,985,48,113,000406,2
1246,2382,48,113,000406,5
1247,947,48,113,000406,1
1248,1831,48,113,000406,3
1249,0,48,113,980100,1
1250,605,48,113,000606,3
1251,971,48,113,000606,2
1252,641,48,113,007818,3
1253,2246,48,113,007811,4
1254,740,48,113,007811,3
1255,782,48,113,007821,2
1256,825,48,113,007821,3
1257,1027,48,113,008200,3
1258,712,48,113,008200,2
1259,790,48,113,008200,4
1260,966,48,113,000404,3
1261,1364,48,113,000202,3
1262,419,48,113,000404,1
1263,1056,48,113,000404,2
1264,919,48,113,000404,4
1265,899,48,113,001002,2
1266,689,48,113,001002,1
1267,637,48,113,001301,3
1268,1077,48,113,001101,2
1269,710,48,113,001101,1
1270,1492,48,113,001101,3
1271,732,48,113,001301,1
1272,899,48,113,001301,2
1273,911,48,113,002500,4
1274,774,48,113,002500,3
1275,1119,48,113,002500,2
1276,1021,48,113,002500,1
1277,387,48,113,003902,1
1278,825,48,113,003902,2
1279,596,48,113,004201,4
1280,731,48,113,004201,1
1281,1154,48,113,009900,1
1282,578,48,113,008705,1
1283,562,48,113,008705,2
1284,1303,48,113,009900,2
1285,1239,48,113,011401,1
1286,1085,48,113,011401,2
1287,1094,48,113,011401,3
1288,721,48,113,013300,2
1289,883,48,113,013300,1
1290,956,48,113,014113,3
1291,805,48,113,014113,5
1292,518,48,113,014113,2
1293,384,48,113,014113,4
1294,1148,48,113,014113,1
1295,1330,48,113,014408,1
1296,540,48,113,014408,2
1297,1071,48,113,016615,1
1298,932,48,113,017101,1
1299,2918,48,113,017101,2
1300,1682,48,113,016100,1
1301,774,48,113,004700,2
1302,969,48,113,004700,3
1303,535,48,113,004100,1
1304,696,48,113,004700,1
1305,362,48,113,008802,6
1306,790,48,113,008802,2
1307,762,48,113,008802,3
1308,331,48,113,008802,1
1309,873,48,113,008802,4
1310,611,48,113,008802,5
1311,1170,48,113,008900,3
1312,493,48,113,008900,1
1313,537,48,113,008900,2
1314,640,48,113,009105,3
1315,902,48,113,009105,2
1316,1008,48,113,009105,1
1317,785,48,113,009201,3
1318,562,48,113,009201,2
1319,1289,48,113,009201,4
1320,1451,48,113,013714,3
1321,1054,48,113,013902,3
1322,931,48,113,013902,4
1323,847,48,113,013902,2
1324,983,48,113,013902,1
1325,1403,48,113,016802,2
1326,791,48,113,016802,1
1327,816,48,113,016802,3
1328,1516,48,113,017102,1
1329,2321,48,113,017102,2
1330,1120,48,113,005100,1
1331,856,48,113,005100,2
1332,1133,48,113,005600,1
1333,1050,48,113,005600,2
1334,1498,48,113,005600,4
1335,1708,48,113,005600,3
1336,1054,48,113,014702,1
1337,406,48,113,014702,2
1338,1018,48,113,014702,3
1339,1184,48,113,014302,4
1340,489,48,113,014302,1
1341,495,48,113,014302,2
1342,1816,48,113,014302,5
1343,1184,48,113,014302,3
1344,1823,48,113,016509,2
1345,1099,48,113,016509,1
1346,867,48,113,001204,2
1347,1181,48,113,018128,3
1348,2142,48,113,018128,1
1349,1344,48,113,018128,2
1350,1305,48,113,001204,1
1351,756,48,113,002702,2
1352,534,48,113,002702,1
1353,980,48,113,005200,1
1354,1080,48,113,005200,3
1355,600,48,113,005200,4
1356,900,48,113,005200,2
1357,1535,48,113,014119,3
1358,845,48,113,014119,1
1359,1315,48,113,014119,2
1360,878,48,113,013004,4
1361,894,48,113,013004,1
1362,1087,48,113,013004,3
1363,967,48,113,013004,5
1364,1075,48,113,013004,2
1365,2194,48,113,015404,1
1366,498,48,113,014309,1
1367,1871,48,113,014309,2
1368,1247,48,113,014309,3
1369,1006,48,113,014502,1
1370,955,48,113,014502,3
1371,1826,48,113,014502,2
1372,1013,48,113,015204,5
1373,1930,48,113,015204,4
1374,558,48,113,015204,2
1375,324,48,113,015204,3
1376,1155,48,113,015204,6
1377,698,48,113,015204,1
1378,1627,48,113,015205,3
1379,1047,48,113,015205,2
1380,388,48,113,015205,1
1381,530,48,113,015900,2
1382,607,48,113,015900,1
1383,1628,48,113,015900,3
1384,1841,48,113,016616,1
1385,1863,48,113,016701,1
1386,1581,48,113,016701,4
1387,775,48,113,017805,2
1388,1320,48,113,017602,1
1389,1736,48,113,017602,2
1390,809,48,113,017805,5
1391,257,48,113,017805,3
1392,1519,48,113,017805,4
1393,532,48,113,017805,1
1394,1498,48,113,010601,1
1395,389,48,113,010601,3
1396,2408,48,113,010601,2
1397,1147,48,113,010602,1
1398,764,48,113,010602,2
1399,2245,48,113,010902,1
1400,927,48,113,010902,2
1401,2177,48,113,010902,3
1402,1631,48,113,011300,1
1403,1245,48,113,011300,3
1404,1286,48,113,011300,2
1405,1291,48,113,012209,1
1406,1151,48,113,012209,2
1407,955,48,113,016701,3
1408,920,48,113,016701,2
1409,652,48,113,015404,3
1410,332,48,113,015404,2
1411,920,48,113,016519,1
1412,984,48,113,016519,2
1413,2115,48,113,018121,2
1414,635,48,113,017500,1
1415,1486,48,113,017500,3
1416,686,48,113,017500,2
1417,2204,48,113,018121,1
1418,1257,48,113,016619,1
1419,1062,48,113,016619,2
1420,423,48,113,016619,3
1421,1509,48,113,013719,2
1422,1778,48,113,013719,1
1423,643,48,113,014203,2
1424,1470,48,113,014203,3
1425,562,48,113,014203,1
1426,710,48,113,014902,1
1427,1212,48,113,014902,2
1428,1021,48,113,017201,4
1429,588,48,113,017201,1
1430,600,48,113,017201,5
1431,543,48,113,017201,3
1432,982,48,113,017201,2
1433,1876,48,113,016704,1
1434,1340,48,113,016704,2
1435,1119,48,113,005902,1
1436,2134,48,113,005902,2
1437,822,48,113,019014,2
1438,1289,48,113,019014,4
1439,1333,48,113,019014,3
1440,1814,48,113,019020,2
1441,815,48,113,019020,1
1442,205,48,113,002000,3
1443,1251,48,113,002000,5
1444,1872,48,113,002000,1
1445,685,48,113,002000,2
1446,971,48,113,002000,4
1447,1136,48,113,007101,1
1448,569,48,113,007101,2
1449,1268,48,113,007805,1
1450,797,48,113,018126,4
1451,1352,48,113,018126,2
1452,1096,48,113,018126,5
1453,1194,48,113,018126,3
1454,824,48,113,018126,1
1455,688,48,113,007805,2
1456,907,48,113,007805,3
1457,1016,48,113,010500,1
1458,869,48,113,010500,2
1459,572,48,113,013101,2
1460,795,48,113,013101,3
1461,912,48,113,013101,1
1462,2088,48,113,013722,2
1463,1582,48,113,013722,1
1464,614,48,113,006200,2
1465,757,48,113,019301,3
1466,561,48,113,019302,3
1467,764,48,113,019301,1
1468,706,48,113,019301,2
1469,2240,48,113,019302,4
1470,1051,48,113,019302,2
1471,752,48,113,019302,1
1472,972,48,113,000300,1
1473,1276,48,113,000300,3
1474,1366,48,113,000300,2
1475,725,48,113,000603,3
1476,1192,48,113,000603,2
1477,1427,48,113,000603,4
1478,731,48,113,000603,1
1479,1893,48,113,000500,3
1480,817,48,113,000900,1
1481,425,48,113,000900,3
1482,1308,48,113,000900,2
1483,1573,48,113,000900,4
1484,259,48,113,001302,2
1485,801,48,113,001302,3
1486,678,48,113,001302,1
1487,728,48,113,001400,2
1488,1169,48,113,001400,1
1489,874,48,113,001400,3
1490,470,48,113,001400,4
1491,1471,48,113,004400,2
1492,686,48,113,004400,1
1493,781,48,113,004400,3
1494,777,48,113,004600,1
1495,713,48,113,004600,2
1496,1523,48,113,019029,1
1497,2223,48,113,019029,3
1498,1321,48,113,019029,2
1499,457,48,113,019204,3
1500,1017,48,113,019204,2
1501,2647,48,113,019204,5
1502,1037,48,113,019204,1
1503,1290,48,113,019204,4
1504,799,48,113,005400,3
1505,824,48,113,012702,2
1506,971,48,113,012702,3
1507,2361,48,113,012302,1
1508,1089,48,113,012302,3
1509,620,48,113,012702,1
1510,563,48,113,013005,4
1511,397,48,113,013005,3
1512,644,48,113,013005,1
1513,998,48,113,013005,2
1514,1958,48,113,013008,2
1515,925,48,113,013008,1
1516,816,48,113,013400,2
1517,773,48,113,013400,1
1518,641,48,113,013610,2
1519,1115,48,113,013610,1
1520,1063,48,113,013610,4
1521,1195,48,113,013610,3
1522,1456,48,113,013611,1
1523,557,48,113,013615,2
1524,1572,48,113,013615,1
1525,1861,48,113,010904,2
1526,604,48,113,010904,1
1527,804,48,113,017606,1
1528,1176,48,113,017606,2
1529,1103,48,113,014127,2
1530,1336,48,113,014127,3
1531,4619,48,113,014127,1
1532,811,48,113,020700,1
1533,2277,48,113,020700,2
1534,904,48,113,020700,3
1535,2541,48,113,020000,2
1536,887,48,113,020000,1
1537,1042,48,113,020200,3
1538,610,48,113,020200,1
1539,1475,48,113,020200,2
1540,732,48,113,020100,1
1541,1044,48,113,020100,2
1542,931,48,113,013011,3
1543,732,48,113,020600,1
1544,1201,48,113,020600,2
1545,1435,48,113,013011,1
1546,1324,48,113,013011,2
1547,2064,48,113,018506,1
1548,1177,48,113,013622,1
1549,1748,48,113,013621,2
1550,1229,48,113,013622,2
1551,798,48,113,007912,2
1552,942,48,113,007912,1
1553,1101,48,113,007822,1
1554,176,48,113,007822,2
1555,210,48,113,007823,3
1556,492,48,113,007823,2
1557,503,48,113,007823,1
1558,1636,48,113,019040,3
1559,1808,48,113,019040,2
1560,1356,48,113,007821,1
1561,783,48,113,003901,1
1562,1132,48,113,002100,2
1563,1331,48,113,003101,2
1564,1472,48,113,012601,3
1565,360,48,113,014703,2
1566,875,48,113,013010,2
1567,1746,48,113,013010,1
1568,943,48,113,013010,3
1569,2974,48,113,012604,2
1570,441,48,113,018802,2
1571,895,48,113,014121,3
1572,1087,48,113,014121,2
1573,1741,48,113,014121,4
1574,1535,48,113,016523,2
1575,350,48,113,016523,3
1576,1406,48,113,016523,1
1577,444,48,113,016523,4
1578,474,48,113,014311,3
1579,1286,48,113,016522,2
1580,1321,48,113,016522,1
1581,1347,48,113,014311,2
1582,1694,48,113,014311,1
1583,2533,48,113,014129,1
1584,1400,48,113,014129,2
1585,909,48,113,014128,3
1586,805,48,113,014128,1
1587,1165,48,113,014128,2
1588,607,48,113,014136,2
1589,1392,48,113,014136,4
1590,1103,48,113,014136,3
1591,699,48,113,014133,2
1592,1685,48,113,014133,3
1593,1492,48,113,014133,1
1594,419,48,113,019019,4
1595,2632,48,113,017004,3
1596,2089,48,113,016510,4
1597,2358,48,113,016510,3
1598,1949,48,113,018118,4
1599,2681,48,113,016514,3
1600,1520,48,113,019018,3
1601,2705,48,113,019035,2
1602,1669,48,113,019035,3
1603,1258,48,113,018503,3
1604,1631,48,113,009603,2
1605,2509,48,113,014137,1
1606,2549,48,113,014137,2
1607,900,48,113,013611,2
1608,2019,48,113,013615,3
1609,1283,48,113,017702,4
1610,1006,48,113,017306,4
1611,1338,48,113,017306,3
1612,1446,48,113,019042,1
1613,2539,48,113,019042,2
1614,2265,48,113,019043,2
1615,2607,48,113,019043,3
1616,1821,48,113,019043,1
1617,1809,48,113,018140,3
1618,1053,48,113,018140,1
1619,0,48,113,980000,1
1620,1649,48,113,014134,3
1621,930,48,113,014134,1
1622,699,48,113,014134,2
1623,1018,48,113,014135,3
1624,897,48,113,014135,2
1625,1629,48,113,014135,1
1626,1052,48,113,014131,3
1627,1004,48,113,014131,2
1628,644,48,113,014131,4
1629,646,48,113,014131,1
1630,486,48,113,014132,2
1631,1231,48,113,014132,1
1632,2325,48,113,018505,1
1633,839,48,113,018505,2
1634,431,48,113,013625,1
1635,987,48,113,007202,4
1636,1796,48,113,013623,3
1637,1571,48,113,013623,1
1638,1806,48,113,013623,2
1639,939,48,113,013621,1
1640,854,48,113,013621,3
1641,1145,48,113,007820,2
1642,1427,48,113,007820,1
1643,2360,48,113,007820,3
1644,877,48,113,007911,2
1645,1814,48,113,007911,1
1646,1332,48,113,006501,3
1647,1066,48,113,016607,3
1648,857,48,113,016611,2
1649,1678,48,113,007910,1
1650,1174,48,113,007910,2
1651,776,48,113,007825,2
1652,840,48,113,007825,4
1653,409,48,113,007825,3
1654,981,48,113,007825,5
1655,1283,48,113,007825,1
1656,761,48,113,007824,1
1657,904,48,113,007824,2
1658,458,48,113,007826,1
1659,721,48,113,007827,1
1660,943,48,113,007827,3
1661,628,48,113,007827,2
1662,1545,48,113,019025,3
1663,60,48,113,014002,2
1664,411,48,113,007819,2
1665,1475,48,113,019020,3
1666,637,48,113,012208,2
1667,1797,48,113,012100,3
1668,1384,48,113,012100,2
1669,2166,48,113,012000,4
