"","origin","Jobs","workers","Wieghted_Avg","Job_Perct"
"1",4.8113e+11,509132,7923,4391.14732,6.630507401
"2",4.8113e+11,1286467.5,3081,4314.678841,6.515042175
"3",4.8113e+11,535839,3729,2175.127206,3.284380138
"4",4.8113e+11,622228.5,2452,1660.842014,2.507824144
"5",4.8113e+11,872580,1659,1575.830849,2.379459705
"6",4.8113e+11,949285,1331,1375.411437,2.076832101
"7",4.8113e+11,495669,2325,1254.505798,1.894268029
"8",4.8113e+11,323444.5,2792,983.0444193,1.484369078
"9",4.8113e+11,298296.5,2943,955.6445278,1.442996022
"10",4.8113e+11,590496,1443,927.5583699,1.400586723
"11",4.8113e+11,496372,1645,888.8554406,1.342146402
"12",4.8113e+11,426444.5,1911,887.1175317,1.339522209
"13",4.8113e+11,550066,1472,881.4152681,1.330911954
"14",4.8113e+11,313174.5,2415,823.3063884,1.2431692
"15",4.8113e+11,293914,2561,819.3846226,1.237247446
"16",4.8113e+11,363411,1893,748.8703574,1.130772913
"17",4.8113e+11,478599,1406,732.512542,1.106073078
"18",4.8113e+11,930899,721,730.6271155,1.103226137
"19",4.8113e+11,553678,1173,706.9899448,1.067534683
"20",4.8113e+11,394445,1573,675.4187853,1.019863131
"21",4.8113e+11,521649,1158,657.574398,0.992918615
"22",4.8113e+11,320475,1872,653.0673294,0.986113069
"23",4.8113e+11,274172,2012,600.4945,0.906729594
"24",4.8113e+11,481722,1132,593.6095307,0.896333486
"25",4.8113e+11,315162,1580,542.0619116,0.81849805
"26",4.8113e+11,460013,1037,519.2862449,0.784107441
"27",4.8113e+11,543816,801,474.179151,0.715997014
"28",4.8113e+11,222843.5,1808,438.5876057,0.662254794
"29",4.8113e+11,400543,971,423.3760958,0.639285848
"30",4.8113e+11,273681,1388,413.5157653,0.624397029
"31",4.8113e+11,145489,2382,377.2505429,0.569637576
"32",4.8113e+11,344799,1005,377.215923,0.569585301
"33",4.8113e+11,281237,1186,363.0906815,0.548256589
"34",4.8113e+11,228502.5,1412,351.2235354,0.530337536
"35",4.8113e+11,255837,1251,348.4003808,0.526074653
"36",4.8113e+11,310806,1021,345.4403728,0.521605125
"37",4.8113e+11,240812,1303,341.570612,0.515761897
"38",4.8113e+11,446351,689,334.7755186,0.505501499
"39",4.8113e+11,508255,605,334.7302731,0.50543318
"40",4.8113e+11,311158,971,328.8956722,0.496623099
"41",4.8113e+11,516444,551,309.7653187,0.46773681
"42",4.8113e+11,374452,728,296.7464221,0.448078647
"43",4.8113e+11,257668,1056,296.198164,0.447250792
"44",4.8113e+11,375100,708,289.0934682,0.436522904
"45",4.8113e+11,288789,914,287.3325321,0.433863941
"46",4.8113e+11,437899,589,280.7677397,0.423951291
"47",4.8113e+11,508744,504,279.1179677,0.421460182
"48",4.8113e+11,244833.5,1041,277.4466773,0.418936582
"49",4.8113e+11,247917.5,971,262.050125,0.395688226
"50",4.8113e+11,194946,1221,259.1122527,0.391252122
"51",4.8113e+11,229401,1003,250.4691242,0.378201245
"52",4.8113e+11,243519.5,944,250.2440126,0.377861332
"53",4.8113e+11,222733.5,1024,248.2809827,0.374897213
"54",4.8113e+11,126775,1780,245.6470647,0.370920072
"55",4.8113e+11,100293,2233,243.7907946,0.368117157
"56",4.8113e+11,170310,1308,242.4967098,0.366163126
"57",4.8113e+11,304156,732,242.3625017,0.365960475
"58",4.8113e+11,243424,914,242.1963243,0.365709552
"59",4.8113e+11,334444.5,637,231.9110532,0.350179086
"60",4.8113e+11,158132,1303,224.2963142,0.338681047
"61",4.8113e+11,453736.5,454,224.2422937,0.338599477
"62",4.8113e+11,269489.5,743,217.9659325,0.329122351
"63",4.8113e+11,96238,2070,216.8577223,0.327448985
"64",4.8113e+11,133328,1492,216.5449924,0.326976772
"65",4.8113e+11,68369.5,2827,210.4002104,0.317698326
"66",4.8113e+11,150040,1244,203.182076,0.306799148
"67",4.8113e+11,247399,750,201.9840894,0.304990223
"68",4.8113e+11,144870,1277,201.3850907,0.304085752
"69",4.8113e+11,122955,1471,196.8869015,0.297293614
"70",4.8113e+11,264406.5,681,196.0095343,0.295968815
"71",4.8113e+11,245648,731,195.4738051,0.295159879
"72",4.8113e+11,541528,327,192.7643096,0.291068618
"73",4.8113e+11,194798.5,899,190.6352716,0.287853831
"74",4.8113e+11,241497,725,190.5933327,0.287790505
"75",4.8113e+11,168609,1033,189.600305,0.286291061
"76",4.8113e+11,121127,1432,188.8173667,0.285108846
"77",4.8113e+11,154838,1119,188.610383,0.284796307
"78",4.8113e+11,260824.5,653,185.4041805,0.279955033
"79",4.8113e+11,361841,462,181.9775057,0.274780851
"80",4.8113e+11,192474.5,827,173.2753031,0.261640773
"81",4.8113e+11,222486.5,710,171.9570438,0.259650239
"82",4.8113e+11,179140,874,170.436246,0.257353878
"83",4.8113e+11,92693,1674,168.9119398,0.255052219
"84",4.8113e+11,322159,477,167.2809958,0.25258954
"85",4.8113e+11,136908,1077,160.510145,0.242365748
"86",4.8113e+11,159772.5,911,158.4449367,0.239247342
"87",4.8113e+11,77264,1812,152.4029378,0.230124096
"88",4.8113e+11,219121.5,638,152.1821195,0.229790667
"89",4.8113e+11,121127,1151,151.7659141,0.229162208
"90",4.8113e+11,169544,817,150.7864925,0.22768331
"91",4.8113e+11,150416,919,150.4760922,0.227214614
"92",4.8113e+11,153384.5,899,150.1063706,0.226656345
"93",4.8113e+11,258836,531,149.6156964,0.225915441
"94",4.8113e+11,207751.5,649,146.7732201,0.221623383
"95",4.8113e+11,125466,1039,141.9056076,0.214273426
"96",4.8113e+11,124795,1005,136.5278354,0.206153143
"97",4.8113e+11,85888,1432,133.8854755,0.202163255
"98",4.8113e+11,69458,1760,133.0739044,0.200937806
"99",4.8113e+11,95059,1281,132.5562864,0.200156217
"100",4.8113e+11,90262,1331,130.7798892,0.197473908
"101",4.8113e+11,153203,774,129.0821492,0.194910369
"102",4.8113e+11,352852,336,129.0594525,0.194876098
"103",4.8113e+11,85816,1366,127.6077128,0.192684012
"104",4.8113e+11,78032,1500,127.4154096,0.19239364
"105",4.8113e+11,269489.5,423,124.0909683,0.187373828
"106",4.8113e+11,49896,2246,121.9925868,0.184205332
"107",4.8113e+11,269451.5,408,119.6737021,0.180703882
"108",4.8113e+11,92138,1169,117.2495676,0.177043508
"109",4.8113e+11,84278,1276,117.0638634,0.1767631
"110",4.8113e+11,80389,1335,116.8250161,0.176402447
"111",4.8113e+11,156515,685,116.7090394,0.176227326
"112",4.8113e+11,94654,1120,115.4024295,0.174254382
"113",4.8113e+11,152063,678,112.2305796,0.169464979
"114",4.8113e+11,134054,765,111.6346898,0.168565202
"115",4.8113e+11,130115,777,110.0541293,0.166178601
"116",4.8113e+11,81907,1229,109.5798899,0.165462513
"117",4.8113e+11,66158,1507,108.5309433,0.163878634
"118",4.8113e+11,111682.5,869,105.6483846,0.159526052
"119",4.8113e+11,152169.5,637,105.517624,0.159328607
"120",4.8113e+11,67819,1427,105.3497022,0.15907505
"121",4.8113e+11,108955,881,104.4915162,0.157779214
"122",4.8113e+11,576183,163,102.2365069,0.154374214
"123",4.8113e+11,357023,259,100.6593025,0.15199268
"124",4.8113e+11,67639.5,1364,100.4321399,0.151649671
"125",4.8113e+11,95179.5,969,100.3980213,0.151598153
"126",4.8113e+11,155746,591,100.1987584,0.151297272
"127",4.8113e+11,86566.5,1050,98.94574329,0.149405255
"128",4.8113e+11,37714,2360,96.88857248,0.146298985
"129",4.8113e+11,84148,1057,96.82260054,0.146199369
"130",4.8113e+11,161297.5,546,95.86900862,0.144759473
"131",4.8113e+11,50203,1746,95.41834225,0.144078979
"132",4.8113e+11,42326,2049,94.40764048,0.142552849
"133",4.8113e+11,127230,680,94.17950368,0.142208368
"134",4.8113e+11,51730,1671,94.09724014,0.142084153
"135",4.8113e+11,124685,686,93.10999061,0.140593434
"136",4.8113e+11,133289,617,89.52357797,0.135178053
"137",4.8113e+11,193266.5,425,89.41357702,0.135011955
"138",4.8113e+11,62897.5,1305,89.35150109,0.134918222
"139",4.8113e+11,48131.5,1678,87.91830579,0.132754138
"140",4.8113e+11,171118.5,470,87.54932057,0.132196981
"141",4.8113e+11,126384,628,86.39919533,0.130460324
"142",4.8113e+11,50134.5,1571,85.7375029,0.129461188
"143",4.8113e+11,122531,637,84.96564678,0.128295707
"144",4.8113e+11,46527,1661,84.12646508,0.127028567
"145",4.8113e+11,51003,1497,83.11424802,0.125500148
"146",4.8113e+11,52962,1427,82.27091123,0.124226733
"147",4.8113e+11,122982,613,82.06537975,0.123916386
"148",4.8113e+11,40236,1861,81.51154596,0.123080113
"149",4.8113e+11,93653,798,81.35468027,0.12284325
"150",4.8113e+11,221388.5,336,80.97524909,0.12227032
"151",4.8113e+11,95368.5,774,80.35332826,0.121331237
"152",4.8113e+11,124856.5,589,80.0542529,0.120879642
"153",4.8113e+11,41608,1748,79.17284051,0.119548734
"154",4.8113e+11,114096.5,632,78.49596955,0.118526679
"155",4.8113e+11,39474.5,1814,77.94923871,0.117701131
"156",4.8113e+11,39713.5,1796,77.64302611,0.117238758
"157",4.8113e+11,52910,1320,76.0273145,0.11479908
"158",4.8113e+11,93692,731,74.55518363,0.112576204
"159",4.8113e+11,80325,851,74.41119032,0.112358778
"160",4.8113e+11,25135,2705,74.01233681,0.111756521
"161",4.8113e+11,94898.5,713,73.65578038,0.111218131
"162",4.8113e+11,53452.5,1265,73.60655724,0.111143805
"163",4.8113e+11,96257,696,72.92887584,0.110120526
"164",4.8113e+11,159749.5,410,71.29865245,0.107658935
"165",4.8113e+11,194863,333,70.6368909,0.106659694
"166",4.8113e+11,82678,781,70.29087568,0.106137221
"167",4.8113e+11,88101,732,70.20206328,0.106003116
"168",4.8113e+11,50792,1258,69.55589011,0.105027413
"169",4.8113e+11,44836,1393,67.98857433,0.102660811
"170",4.8113e+11,33274,1868,67.66122271,0.102166519
"171",4.8113e+11,156090.5,396,67.28675978,0.101601091
"172",4.8113e+11,114571.5,538,67.09912119,0.101317762
"173",4.8113e+11,51470,1192,66.78645335,0.100845643
"174",4.8113e+11,144870,419,66.07701879,0.099774417
"175",4.8113e+11,87956,689,65.9694176,0.099611942
"176",4.8113e+11,35709,1684,65.46026106,0.09884313
"177",4.8113e+11,41038,1459,65.17776087,0.098416563
"178",4.8113e+11,121226,492,64.92602813,0.098036454
"179",4.8113e+11,68369.5,869,64.67555106,0.09765824
"180",4.8113e+11,38088,1549,64.22402853,0.096976454
"181",4.8113e+11,32404,1817,64.09313404,0.096778807
"182",4.8113e+11,25136,2325,63.61757089,0.09606072
"183",4.8113e+11,42078,1374,62.93609309,0.095031708
"184",4.8113e+11,107752,535,62.75337376,0.094755807
"185",4.8113e+11,30360,1893,62.56195891,0.094466776
"186",4.8113e+11,48797.5,1174,62.36251583,0.094165623
"187",4.8113e+11,51746.5,1102,62.07554377,0.093732303
"188",4.8113e+11,58184,976,61.81748751,0.093342646
"189",4.8113e+11,38790,1456,61.48074367,0.092834172
"190",4.8113e+11,102818,547,61.22297588,0.09244495
"191",4.8113e+11,48422,1136,59.87961678,0.090416516
"192",4.8113e+11,42706,1277,59.36599491,0.089640962
"193",4.8113e+11,29894.5,1806,58.77153009,0.088743337
"194",4.8113e+11,92360,581,58.41414362,0.088203693
"195",4.8113e+11,61237.5,867,57.79556417,0.087269656
"196",4.8113e+11,258862.5,205,57.76715239,0.087226755
"197",4.8113e+11,63131.5,833,57.24651684,0.08644061
"198",4.8113e+11,59480,883,57.17282092,0.086329331
"199",4.8113e+11,25274,2019,55.54797835,0.083875865
"200",4.8113e+11,80329,622,54.39020588,0.082127662
"201",4.8113e+11,113364.5,440,54.29848481,0.081989166
"202",4.8113e+11,39936,1241,53.95035449,0.081463499
"203",4.8113e+11,27047,1831,53.90951229,0.081401828
"204",4.8113e+11,23960,2064,53.83372903,0.081287398
"205",4.8113e+11,27319.5,1806,53.70917113,0.081099319
"206",4.8113e+11,25511.5,1932,53.65387266,0.08101582
"207",4.8113e+11,61257,798,53.21285649,0.080349898
"208",4.8113e+11,70332,688,52.67437159,0.079536801
"209",4.8113e+11,120706,397,52.16477309,0.078767322
"210",4.8113e+11,48946,972,51.78946543,0.078200618
"211",4.8113e+11,30112.5,1572,51.52966419,0.077808325
"212",4.8113e+11,29912,1571,51.15399948,0.077241082
"213",4.8113e+11,37551,1251,51.13717992,0.077215685
"214",4.8113e+11,124259,378,51.13021413,0.077205167
"215",4.8113e+11,46713,1005,51.10481008,0.077166808
"216",4.8113e+11,56690,808,49.86269816,0.075291254
"217",4.8113e+11,22472,2036,49.80551755,0.075204913
"218",4.8113e+11,25136,1817,49.71747368,0.075071969
"219",4.8113e+11,24223.5,1883,49.65296315,0.07497456
"220",4.8113e+11,39605.5,1151,49.62365874,0.074930312
"221",4.8113e+11,64828,697,49.1873425,0.074271486
"222",4.8113e+11,75510.5,596,48.99046518,0.073974207
"223",4.8113e+11,108171,407,47.92512026,0.072365567
"224",4.8113e+11,39684.5,1101,47.56266594,0.071818271
"225",4.8113e+11,47784,912,47.43897509,0.071631501
"226",4.8113e+11,32898.5,1324,47.41568613,0.071596336
"227",4.8113e+11,62005,702,47.3829157,0.071546853
"228",4.8113e+11,57961.5,740,46.69058264,0.07050145
"229",4.8113e+11,159677.5,268,46.5839677,0.070340465
"230",4.8113e+11,31490.5,1356,46.48332686,0.0701885
"231",4.8113e+11,58374,731,46.45097008,0.070139642
"232",4.8113e+11,36173,1170,46.07107517,0.069566011
"233",4.8113e+11,28642,1468,45.77067882,0.069112422
"234",4.8113e+11,44068,931,44.66126081,0.067437232
"235",4.8113e+11,43366,942,44.46908831,0.067147057
"236",4.8113e+11,24362,1675,44.42073167,0.06707404
"237",4.8113e+11,41724,978,44.42042905,0.067073583
"238",4.8113e+11,35350,1145,44.06084911,0.066530627
"239",4.8113e+11,18308,2204,43.92486662,0.066325298
"240",4.8113e+11,36735,1098,43.90766498,0.066299324
"241",4.8113e+11,18264,2207,43.87894622,0.066255959
"242",4.8113e+11,46567,864,43.79756442,0.066133075
"243",4.8113e+11,24579.5,1625,43.47948256,0.06565278
"244",4.8113e+11,44892,877,42.85746756,0.064713556
"245",4.8113e+11,52144,733,41.60698777,0.062825367
"246",4.8113e+11,19645.5,1922,41.10308578,0.062064489
"247",4.8113e+11,47970,771,40.2607679,0.060792613
"248",4.8113e+11,153373.5,241,40.23697548,0.060756687
"249",4.8113e+11,25734,1427,39.97506948,0.060361216
"250",4.8113e+11,34241,1069,39.84575886,0.060165961
"251",4.8113e+11,40404,904,39.76040051,0.060037072
"252",4.8113e+11,35628,1016,39.40425393,0.059499301
"253",4.8113e+11,55372,645,38.87835512,0.058705209
"254",4.8113e+11,39352.5,898,38.46862131,0.058086523
"255",4.8113e+11,41019.5,854,38.13345808,0.057580436
"256",4.8113e+11,28588,1224,38.09106792,0.057516428
"257",4.8113e+11,27729,1249,37.70115051,0.056927664
"258",4.8113e+11,17013,2002,37.07685877,0.055985001
"259",4.8113e+11,26795,1260,36.75210884,0.055494638
"260",4.8113e+11,46434,721,36.44427535,0.055029818
"261",4.8113e+11,29520,1133,36.4086202,0.05497598
"262",4.8113e+11,42326,782,36.03063683,0.054405236
"263",4.8113e+11,40713.5,796,35.27844743,0.053269451
"264",4.8113e+11,51359.5,626,34.99879386,0.052847182
"265",4.8113e+11,24438,1308,34.79616343,0.052541216
"266",4.8113e+11,32204.5,992,34.77652555,0.052511563
"267",4.8113e+11,22175,1435,34.63964935,0.052304884
"268",4.8113e+11,49475,641,34.52246436,0.052127938
"269",4.8113e+11,37990.5,825,34.11826322,0.051517606
"270",4.8113e+11,20872,1494,33.94475052,0.051255607
"271",4.8113e+11,31643,981,33.79127791,0.051023867
"272",4.8113e+11,36616,846,33.72090487,0.050917606
"273",4.8113e+11,13347,2317,33.66414988,0.050831908
"274",4.8113e+11,31512,971,33.30835274,0.050294664
"275",4.8113e+11,46938,651,33.26316168,0.050226427
"276",4.8113e+11,37897,798,32.92044375,0.049708933
"277",4.8113e+11,20316,1487,32.885703,0.049656475
"278",4.8113e+11,16394.5,1831,32.67717304,0.049341601
"279",4.8113e+11,13024,2272,32.21147945,0.048638417
"280",4.8113e+11,21065,1400,32.10313586,0.048474821
"281",4.8113e+11,32434,907,32.02327589,0.048354235
"282",4.8113e+11,15174,1938,32.01192642,0.048337097
"283",4.8113e+11,22175,1324,31.96020609,0.048259001
"284",4.8113e+11,26174,1110,31.62649284,0.047755104
"285",4.8113e+11,26553.5,1065,30.78430396,0.046483422
"286",4.8113e+11,14665,1913,30.53901286,0.04611304
"287",4.8113e+11,45882,611,30.51697686,0.046079766
"288",4.8113e+11,28642,978,30.49299992,0.046043562
"289",4.8113e+11,29688,943,30.47548259,0.046017111
"290",4.8113e+11,12907.5,2134,29.98434086,0.045275501
"291",4.8113e+11,20997,1311,29.96524945,0.045246673
"292",4.8113e+11,20101.5,1367,29.91265337,0.045167255
"293",4.8113e+11,12661,2166,29.85275513,0.04507681
"294",4.8113e+11,24191.5,1128,29.70502039,0.044853735
"295",4.8113e+11,38180,705,29.30103752,0.044243732
"296",4.8113e+11,17949,1496,29.23006685,0.044136569
"297",4.8113e+11,72961,364,28.91013495,0.04365348
"298",4.8113e+11,20160,1314,28.83658654,0.043542424
"299",4.8113e+11,19095.5,1372,28.51957855,0.043063751
"300",4.8113e+11,17190.5,1523,28.50009906,0.043034338
"301",4.8113e+11,39563.5,659,28.38167854,0.042855526
"302",4.8113e+11,32525,799,28.28928963,0.042716022
"303",4.8113e+11,15895.5,1631,28.22189111,0.042614252
"304",4.8113e+11,20942.5,1224,27.90409228,0.042134385
"305",4.8113e+11,33358.5,768,27.88853438,0.042110893
"306",4.8113e+11,19222,1326,27.74597908,0.041895638
"307",4.8113e+11,16766.5,1520,27.74239549,0.041890227
"308",4.8113e+11,29006,876,27.65985546,0.041765594
"309",4.8113e+11,17588.5,1443,27.62823184,0.041717843
"310",4.8113e+11,21254.5,1190,27.53314436,0.041574264
"311",4.8113e+11,26072,969,27.501481,0.041526453
"312",4.8113e+11,27216,925,27.40463275,0.041380215
"313",4.8113e+11,22455,1119,27.35275676,0.041301884
"314",4.8113e+11,40352,619,27.19027947,0.041056548
"315",4.8113e+11,17709,1397,26.9307471,0.040664661
"316",4.8113e+11,14397,1708,26.76811741,0.040419095
"317",4.8113e+11,19988,1229,26.74109465,0.040378291
"318",4.8113e+11,39160,614,26.17393453,0.039521896
"319",4.8113e+11,18179.5,1319,26.10265525,0.039414266
"320",4.8113e+11,43196.5,551,25.90944534,0.039122525
"321",4.8113e+11,28145,843,25.82776256,0.038999186
"322",4.8113e+11,12037.5,1970,25.81430778,0.03897887
"323",4.8113e+11,27548.5,856,25.67022522,0.038761309
"324",4.8113e+11,20118,1171,25.64482008,0.038722948
"325",4.8113e+11,13633,1703,25.27342149,0.038162147
"326",4.8113e+11,35774,647,25.19589216,0.03804508
"327",4.8113e+11,22945,1007,25.15217176,0.037979063
"328",4.8113e+11,61758,373,25.07610112,0.037864199
"329",4.8113e+11,14101,1629,25.00512065,0.03775702
"330",4.8113e+11,24396.5,939,24.93739448,0.037654755
"331",4.8113e+11,27686,825,24.86406432,0.037544029
"332",4.8113e+11,19529,1166,24.7877161,0.037428745
"333",4.8113e+11,39352.5,575,24.63191231,0.037193486
"334",4.8113e+11,10316.5,2177,24.4483058,0.036916246
"335",4.8113e+11,51812,431,24.30891553,0.03670577
"336",4.8113e+11,15343,1452,24.25129078,0.036618758
"337",4.8113e+11,22395,994,24.23234306,0.036590148
"338",4.8113e+11,21612,1030,24.23204914,0.036589704
"339",4.8113e+11,28891.5,768,24.15401145,0.036471869
"340",4.8113e+11,20821,1057,23.95711563,0.036174562
"341",4.8113e+11,14237.5,1540,23.8678014,0.0360397
"342",4.8113e+11,16004,1369,23.85008594,0.036012951
"343",4.8113e+11,18421,1183,23.72225143,0.035819924
"344",4.8113e+11,22217,980,23.7011516,0.035788064
"345",4.8113e+11,20413.5,1066,23.68823132,0.035768555
"346",4.8113e+11,23669,906,23.34350497,0.035248028
"347",4.8113e+11,23876,898,23.33973197,0.035242331
"348",4.8113e+11,28098,757,23.15417147,0.03496214
"349",4.8113e+11,22617.5,931,22.92198571,0.034611546
"350",4.8113e+11,17220.5,1222,22.90735364,0.034589452
"351",4.8113e+11,23181,883,22.28182854,0.033644927
"352",4.8113e+11,18790.5,1086,22.21396684,0.033542457
"353",4.8113e+11,19948.5,1022,22.19315766,0.033511036
"354",4.8113e+11,10616,1913,22.10720494,0.03338125
"355",4.8113e+11,41038,492,21.97906672,0.033187765
"356",4.8113e+11,16076,1242,21.73489522,0.032819073
"357",4.8113e+11,48354.5,411,21.63399257,0.032666713
"358",4.8113e+11,13597,1461,21.62475874,0.03265277
"359",4.8113e+11,8870.5,2239,21.62022211,0.03264592
"360",4.8113e+11,23605,839,21.55876721,0.032553125
"361",4.8113e+11,22358,875,21.29604532,0.032156422
"362",4.8113e+11,14513,1347,21.28054511,0.032133017
"363",4.8113e+11,18784,1036,21.18389389,0.031987077
"364",4.8113e+11,26341.5,730,20.93251059,0.031607495
"365",4.8113e+11,27736.5,693,20.92391031,0.031594509
"366",4.8113e+11,15984,1201,20.89711996,0.031554056
"367",4.8113e+11,16272,1170,20.72453308,0.031293455
"368",4.8113e+11,16263.5,1165,20.6251871,0.031143445
"369",4.8113e+11,14590,1297,20.59933619,0.031104411
"370",4.8113e+11,24669,766,20.57018853,0.031060399
"371",4.8113e+11,13479,1395,20.46868009,0.030907124
"372",4.8113e+11,17842,1047,20.33518717,0.030705554
"373",4.8113e+11,27308,681,20.24393637,0.030567767
"374",4.8113e+11,30622.5,607,20.2342584,0.030553154
"375",4.8113e+11,12292.5,1498,20.04518126,0.030267653
"376",4.8113e+11,34449,534,20.02515259,0.03023741
"377",4.8113e+11,15657,1169,19.92420586,0.030084983
"378",4.8113e+11,16918,1079,19.87139804,0.030005245
"379",4.8113e+11,10636,1716,19.86797339,0.030000074
"380",4.8113e+11,9319.5,1942,19.70152281,0.029748738
"381",4.8113e+11,18808,959,19.63446991,0.02964749
"382",4.8113e+11,17080,1030,19.15062925,0.028916905
"383",4.8113e+11,13351,1316,19.12615375,0.028879947
"384",4.8113e+11,16137,1087,19.09458837,0.028832285
"385",4.8113e+11,16203.5,1080,19.04980553,0.028764664
"386",4.8113e+11,12627,1384,19.02366669,0.028725195
"387",4.8113e+11,18522,943,19.01330129,0.028709543
"388",4.8113e+11,18471.5,937,18.84081619,0.028449096
"389",4.8113e+11,28344,605,18.66699759,0.028186635
"390",4.8113e+11,10736.5,1585,18.52464749,0.02797169
"391",4.8113e+11,18827.5,900,18.4456143,0.027852352
"392",4.8113e+11,19343,876,18.44530732,0.027851889
"393",4.8113e+11,14710,1150,18.41486208,0.027805917
"394",4.8113e+11,26741,628,18.28080202,0.02760349
"395",4.8113e+11,15393,1089,18.24774094,0.027553569
"396",4.8113e+11,20441.5,818,18.20220589,0.027484813
"397",4.8113e+11,15933,1048,18.17677353,0.02744641
"398",4.8113e+11,13919,1190,18.0307152,0.027225866
"399",4.8113e+11,15691,1053,17.98609782,0.027158495
"400",4.8113e+11,15346,1075,17.95815086,0.027116296
"401",4.8113e+11,25608.5,644,17.95262526,0.027107953
"402",4.8113e+11,9914.5,1656,17.87265644,0.026987202
"403",4.8113e+11,13404,1224,17.85968499,0.026967616
"404",4.8113e+11,8260.5,1981,17.81347992,0.026897847
"405",4.8113e+11,26636,614,17.80308785,0.026882156
"406",4.8113e+11,29268,557,17.74623381,0.026796308
"407",4.8113e+11,10675,1520,17.66320174,0.026670932
"408",4.8113e+11,14720,1097,17.57811879,0.026542459
"409",4.8113e+11,17092,940,17.48955241,0.026408726
"410",4.8113e+11,14253,1125,17.45487589,0.026356366
"411",4.8113e+11,22144,722,17.40408629,0.026279675
"412",4.8113e+11,21686,735,17.3510096,0.02619953
